country_id,movies_id
4,80245442
4,80994754
4,81036061
4,80158839
4,80242491
4,80999985
4,81000011
4,80999991
4,80242065
4,80993774
4,80241877
4,80999987
4,80224294
4,80993739
4,80999989
4,81002594
4,81059444
4,80158838
4,80242137
4,80994738
4,80102950
4,80007777
4,80999996
4,81002596
4,80241947
4,80993816
4,80999983
4,70142798
4,80224233
4,70062814
4,80999986
4,81000015
4,80999982
4,81093122
4,70241607
4,80173481
4,80993625
4,81016043
4,70218312
4,81002597
5,80988892
6,80988892
2,80988892
1,80159586
7,80159586
2,80159586
1,80107019
0,80107019
1,80152447
0,80152447
1,80098475
0,80098475
8,284890
8,80218783
8,70292836
8,80107037
8,80201605
8,80994425
8,81147274
8,81186758
8,81113918
8,20257617
8,60003401
8,80994419
8,70229555
8,80234795
8,70045644
8,81038832
8,80158546
8,81067758
8,80102080
8,70308135
8,80028360
8,80201826
8,80122186
8,70062701
8,80113673
8,81052265
8,80211135
8,80987611
8,80187471
8,70303424
8,20255593
8,81213887
8,81016196
8,70034607
8,80057585
8,70171835
8,80157132
8,70254342
8,80122239
8,80212701
8,80122193
8,70040912
8,60021903
8,80108518
8,80123910
8,80218586
8,60037397
8,70053010
8,70012334
8,70219525
8,70170182
8,80023851
8,80238400
8,70273637
8,81093342
8,70059284
8,70117268
8,70134537
8,81094083
8,81112446
8,80203784
8,80032476
8,81088331
8,81177367
8,80203780
8,80161850
8,81215481
8,80032473
8,70152959
8,70100644
8,81155859
8,80108386
8,70303431
8,80998331
8,80228146
8,70125939
8,81074135
8,80201829
8,81051693
8,80165857
8,70002291
8,70123121
8,80219019
8,80180509
8,70052249
8,70295531
8,81006356
8,81066709
8,70229048
8,60036103
8,80149139
8,70303426
8,60032685
8,80159955
8,70127589
8,81123050
8,81039381
8,70254352
8,80083752
8,20255837
8,70254346
8,70062158
8,17457622
8,80201618
8,70129075
8,70040076
8,70021253
8,80190101
8,80235135
8,70254350
8,70025303
8,81213894
8,70051840
8,70105459
8,81072516
8,80203998
8,81113888
8,20257393
8,81213897
8,80992995
8,70198040
8,81002215
8,81217745
8,81018234
8,81213888
8,60031998
8,80245518
8,81018377
8,80202908
8,81024728
8,70064205
8,80244992
8,80194558
8,80032081
8,80206847
8,70039405
8,80238295
8,80223317
8,80201815
8,81024701
8,80996338
8,80202086
8,81217738
8,80156935
8,70117122
8,81096151
8,70089214
8,80202087
8,80245329
8,81091424
8,81213895
8,81026343
8,81217739
8,60002808
8,80094096
8,70090035
8,81052279
8,80991033
8,81035104
8,80998565
8,81005453
8,80158376
8,80183329
8,80039594
8,80191557
8,81018239
8,80228322
8,80201824
8,70111162
8,81217437
8,80017528
8,81213873
8,80038288
8,70056686
8,247747
8,81110386
8,70042756
8,81213874
8,81002213
8,80145085
8,80229216
8,80084768
8,81128584
8,70139072
8,70082633
